categoria,fecha,crimen,colonia,long,lat,Cluster,color
ROBO DE CELULAR CON VIOLENCIA,2016-05-13 13:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,ACUEDUCTO DE GUADALUPE,-99.1511999999999,19.5228109998335,156,Naranja
ROBO DE CELULAR CON VIOLENCIA,2016-05-09 21:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,EL OLIVO,-99.08632299999992,19.4745529998336,487,Naranja
ROBO DE CELULAR CON VIOLENCIA,2016-05-17 06:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,ARAGON INGUARAN,-99.10786799999993,19.4712009998333,524,Naranja
ROBO DE CELULAR CON VIOLENCIA,2016-08-03 14:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,SAN JUAN DE ARAGON IV SECCION,-99.0805785329738,19.4633200967805,224,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-08-10 09:15:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,UNIDAD PROFESIONAL ADOLFO LOPEZ MATEOS,-99.14645919999992,19.4986920998333,34,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-08-15 22:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,AMPLIACION GABRIEL HERNANDEZ,-99.10749659348272,19.5078147253104,315,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-08-17 12:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,MARTIN CARRERA,-99.10567419999992,19.488969999833397,584,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-05-11 17:02:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,HEROES DE CHAPULTEPEC,-99.09202900000001,19.4719469998338,-1,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-02-06 19:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,ARAGON LA VILLA,-99.115082,19.477701999833396,-1,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-06-26 13:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,ZONA ESCOLAR,-99.15218104864029,19.5399921682503,101,Naranja
